,title,vector,cluster
20,neid,"[-0.038643  -0.42815   -0.070001   0.024619  -0.52659   -0.46393
  0.61028   -0.35694    0.20923    0.2349    -0.67221    0.089572
 -0.10605    0.24499    0.17742    0.064985  -0.3163     0.073251
 -0.56561    0.3603    -0.65068   -0.25111   -0.6305     0.83302
 -0.20495    0.026131   0.057018  -0.046626   0.46007   -0.17957
 -0.48703   -0.50828   -0.54554    0.13396   -0.22033   -0.34484
 -0.026907  -0.35968    0.19687   -0.54032    0.30657   -0.026604
 -0.15577    1.0549    -0.31187    0.17692    0.667      0.25964
  0.13163    0.53878    0.071082  -0.52145   -0.28646   -0.35679
  0.033273   0.78602   -0.058271   0.39039   -0.70927    0.19941
  0.67418   -0.68713   -0.24174   -0.20367   -0.12638    0.31731
 -0.18934    0.84583   -0.24906   -0.066798   0.60139   -0.1569
  0.275     -0.172      0.92864    0.30486   -0.27757    0.30347
  0.25902   -0.0066192 -0.10711   -0.18825   -0.073506   0.32969
  0.39981   -0.49117   -0.74352    0.22803   -0.60886    0.10998
 -0.19331    0.16608    0.44168   -0.044262   0.39493   -0.059581
 -0.36718    0.32723   -0.34401    0.52143  ]",3
21,puls,"[-6.7668e-02 -6.0064e-01 -7.0514e-01 -5.1076e-01 -3.7358e-01 -3.5123e-01
 -5.6532e-02  3.0263e-01  5.6278e-01 -1.7772e-01 -5.3372e-02 -2.3497e-01
 -2.3441e-01  3.9128e-04  4.7361e-01 -2.7353e-02  3.7721e-01 -7.3495e-02
  1.4166e-01  2.3510e-01 -3.8894e-01 -9.1323e-02 -3.4477e-01  1.6037e-01
  2.4815e-01 -1.4829e-01  8.0403e-01  8.5729e-01 -3.6672e-02  3.5055e-01
  9.1177e-02 -2.4431e-01 -3.0755e-01  2.1171e-01 -1.6837e-02 -2.1299e-01
  4.8860e-02 -8.5518e-03  3.5627e-01  3.6838e-01  2.1537e-02  2.9669e-01
 -1.0540e+00  6.8391e-01 -5.4945e-01 -7.6610e-01 -1.0876e-01  3.6180e-01
  3.1215e-01  2.6244e-01  1.8584e-01  3.5904e-01 -1.0243e+00  3.0001e-01
 -7.4745e-01  2.6690e-01 -2.6287e-01  5.4873e-01 -8.0440e-02  5.5095e-02
  3.5247e-01 -7.9133e-01 -2.3239e-01 -2.6600e-01  1.4030e-01  6.5965e-01
 -5.2615e-01  1.0103e-01 -1.5011e-01  4.5024e-01  5.1418e-02  1.6432e-01
  5.0359e-01  6.6661e-01 -2.0158e-02  8.7524e-02 -1.9582e-01  5.5730e-01
  3.0225e-01 -2.8825e-02 -3.0712e-01  3.5121e-01  3.8300e-01 -2.9605e-01
  1.2100e-01 -4.7913e-01 -2.7294e-01  5.3612e-01 -3.3357e-01 -2.2258e-01
  4.8002e-01  5.4696e-01  5.5070e-01 -1.3156e-03  3.9606e-01 -5.9485e-01
  2.8140e-01  2.0423e-01 -6.3317e-02  1.0964e-01]",4
22,wappen,"[ 0.16754    0.0072242  0.039451   0.097332  -0.62936   -0.21185
 -0.10634   -0.14139    0.090793  -0.081699   0.24024    0.27386
 -0.28037    0.2246    -0.20518    0.7637     0.083295   0.23991
 -0.096314   0.15657    0.13867    0.13315   -0.71402   -0.17137
 -0.47379    0.46132    0.062909   0.22241    0.31785   -0.023767
  0.057407  -0.27006    0.15797   -0.53443    0.28342    0.07752
  0.12912   -0.57578    0.17342    0.049486   0.42618    0.61
 -0.063721   0.41718    0.053422  -0.18216   -0.16848    0.5399
 -0.33305    0.7596     0.28433    0.19257   -0.059121  -0.53459
 -0.41135    0.42727   -0.52278    0.5155    -0.37477   -0.072615
  0.30392   -0.24902   -0.59357   -0.63723   -0.0039353 -0.014264
 -0.36912   -0.44825   -0.22693    0.348      0.32611    0.29402
  0.19867    0.024693   0.16465    0.1822    -0.3583     0.19446
  0.32674   -0.12765   -0.05929   -0.30916   -0.17853   -0.19181
  0.012784  -0.18304   -0.37325   -0.15338   -0.17742    0.29626
 -0.26833    0.43568    0.86735    0.1162     1.1461    -0.33266
  0.48556    0.25179   -0.48862    0.0041117]",4
23,alm,"[-0.2782    -0.92538    0.22226   -0.099722  -0.65542    0.35227
  0.49463   -0.56167    0.35718   -0.0084455  0.42199    0.038842
 -0.46042   -0.17286   -0.26904   -0.36916    0.69217   -0.013628
  0.52583    0.41401   -0.22071    0.34858   -0.43335    1.2245
 -0.45634    0.18762    0.55444    0.04243    0.067053  -0.21282
 -0.29139    0.30906    0.75016    0.47529    0.03092    0.52576
  0.2215    -0.22021    0.78644    0.49955   -0.18512   -0.15593
 -0.40475   -0.32686   -0.28645    0.0072052 -0.41224   -0.92855
 -0.061811   0.40242    0.085416   0.29048   -0.80192   -0.9857
  0.027022   0.43011    0.19287    0.59142   -0.20349    0.22978
  0.97604   -0.31744    0.19259    0.0081638 -0.56312   -0.19001
 -1.1563    -0.56585    0.19305   -0.21865   -0.25548    0.26659
 -0.88996   -0.61678    0.23764   -1.2585    -0.030869  -0.11105
  0.030893  -0.25046   -0.3172    -1.064     -0.049763   0.013147
  0.30053    0.72836    0.41445    0.15236   -0.73482    0.038688
  0.25662   -0.10554    0.04956    0.12283   -0.29059    0.54684
 -0.1199    -0.20932   -0.038963   0.037583 ]",3
24,straßenbahn,"[ 0.46744   -0.53059   -0.30868   -0.22383    0.08798   -0.21844
  0.0092214 -0.2902     0.22372   -0.48761    0.47484    0.10398
 -0.088473   0.094322   0.012593   0.34449    0.13564    0.13172
  0.25288   -0.17937   -0.059979   0.067849  -1.0092    -0.18361
 -0.27361   -0.084323   0.20391    0.60871    0.4865    -0.06976
 -0.22077   -0.47269    0.14008   -0.47537   -0.19006    0.16184
  0.071939  -0.53279    0.29659   -0.0014647  0.27746    0.35981
 -0.099308   0.67405   -0.25879   -0.30513   -0.054273   0.35633
  0.22682    0.73372   -0.10039    0.11983    0.057066   0.025093
 -0.20232    0.59998    0.7998     0.78115   -0.70788   -0.2315
  0.12102   -0.37525   -0.38308   -0.12392   -0.3381     0.37933
 -0.99616   -0.23203   -0.22678    0.024376  -0.36202    0.53471
  0.10238   -0.04017    0.14306   -0.42936    0.74176   -0.1287
  0.3795    -0.0074369 -0.40098   -0.27872    0.21608    0.32384
  0.25015    0.23985   -0.19467    0.33001    0.25057    0.18865
 -0.30639   -0.22185   -0.020041  -0.12458    0.29187   -0.2031
  0.45645   -0.17885    0.083011   0.061099 ]",4
25,schacht,"[ 0.14336   -0.3798    -0.291     -0.95923   -0.12336   -0.94583
  0.11517   -0.062864  -0.22675   -0.48919    0.44032    0.23303
 -0.26145   -0.2212     0.56109   -0.59698    0.28864   -0.52104
 -0.13023    0.19907   -0.72006   -0.4256     0.015981   0.7326
 -0.0079621 -0.30936    0.16422    0.57676    0.23615   -0.076535
  0.13094   -0.006893  -0.18699   -0.53987   -0.21383    0.24116
 -0.39955   -0.14685    0.056554   0.0045173 -0.01285    0.045781
  0.41686    0.36738   -1.0122     0.26814    0.16992    0.50364
  0.23389    0.19538    0.049444  -0.19236   -0.23423   -0.71893
 -0.55784    0.46935   -0.0047554 -0.37019   -0.59049   -0.27509
  0.30612   -0.44645    0.22419    0.46915   -0.10465   -0.28915
  0.7249     0.075677   0.26169   -0.21729    0.75709    0.15998
 -0.0041224 -0.29538   -0.091029  -0.27269   -0.32169    0.10581
  0.31204    0.13409    0.84925   -0.95844    0.21317    0.19214
  0.53487   -0.097692   0.071534  -0.43199   -0.36861   -0.11247
  0.288     -0.70879    0.23981    0.0012205  0.62435   -0.0021197
  0.16168   -0.548     -0.74871    0.63141  ]",3
26,oberbürgermeister,"[ 0.035923  -0.12432   -0.012788  -0.22218    0.22379    0.52822
 -0.21474   -0.075517   0.040397  -0.45704    0.12371    0.028927
  0.12458   -0.0066727 -0.3125    -0.58062   -0.13302    0.26209
 -0.18414    0.084702   0.58291   -0.10732   -1.411     -0.364
 -0.27222    0.022882   0.24758    0.13867    0.27064    0.19086
  0.042142  -0.50391    0.5102     0.22646    0.29793    0.0035211
 -0.41186   -0.35975    0.16839   -0.0049774  0.20061    0.43182
  0.048002   0.18353    0.57008   -0.091471  -0.43553   -0.14978
 -0.3475     0.63756    0.051776  -0.038183   0.2612    -0.22336
  0.057572   0.42854    0.11943    0.85505   -0.96603   -0.83444
  0.28137   -0.13581   -0.77609    0.22994    0.050059  -0.18447
 -0.39771   -0.18462   -0.26103   -0.13749    0.13517    0.37967
 -0.31086    0.32365   -0.029907  -0.72261    0.22045    0.15762
  0.0041584  0.024568  -0.77937   -0.25557   -0.31978   -0.20055
  0.266      0.32433   -0.76795    0.0039288  0.43551   -0.37459
 -0.10925    0.31922    0.10464    0.17459    0.7482    -0.17504
 -0.15354    0.20531   -0.43841   -0.5989   ]",4
27,lok,"[-1.0161    -0.65794    0.81252    0.19324    1.411      0.3003
 -0.21745    1.303      0.12679   -0.072862  -0.23331   -0.18492
  0.15662    0.68925   -0.15157    0.10432   -0.29943    0.14867
  0.63655   -0.32831    0.8236    -0.021447   0.72657   -0.60336
 -0.42471   -0.73804    1.0058    -0.88553    1.0007    -0.27055
 -0.15107    0.35726    0.97432   -0.72214    0.33583    0.43274
  0.27386    0.0070938  0.34788    0.15782   -0.40994   -0.28524
  0.8645    -0.26746   -0.99165    0.17481    0.53806   -0.35294
 -0.069859   0.81245   -0.94201   -0.45929    1.0837    -0.70787
 -0.95386   -0.23231    0.29177    0.43961   -0.2005     0.43696
  0.049938  -0.081842  -0.25915    1.6591    -0.2879     1.2535
  0.017379  -0.10618    1.0055     0.17608    0.55853    0.9642
  0.0075447 -0.37975   -0.57735   -0.99513   -0.57719    0.14044
 -0.4554    -0.62918   -0.49781   -0.64486    0.34178   -0.25788
 -0.66734    0.15424   -0.30799   -0.11983    1.1885     0.89693
 -0.29078   -0.18995   -0.10385    1.0045     0.34651    0.73057
  1.0198    -0.22653   -0.25282   -1.2756   ]",3
28,zerstörer,"[ 0.13808   -0.055887  -0.23607    0.34086   -0.55656   -0.33564
  0.52426   -0.17626   -0.23723   -0.37283    0.24277    0.039843
 -0.21387   -0.16907   -0.26531   -0.24352   -0.48814   -0.18057
  0.38942    0.52419    0.39908    0.16253   -0.48316   -0.43351
 -0.10857    0.36662    0.023997   0.41216    0.0066739  0.46891
 -0.48143   -0.64996    0.038475   0.097845   0.22513   -0.056183
 -0.053234  -0.40775    0.33209    0.39334    0.35612    0.3111
  0.1091     0.38756    0.90378   -0.70045   -0.6808     0.40812
 -0.20693    0.66992   -0.54531    0.088804  -0.066057  -0.16446
  0.20764    0.55256    0.32099    0.27432    0.033892  -0.2163
  0.35058   -0.18249   -1.0627    -0.020577  -0.14759    0.07787
 -0.50215   -0.32091   -0.11835   -0.19571   -0.088143   0.10954
  0.19075    0.83516    0.19335    0.53533    0.015486   0.5332
  0.58652    0.076868  -0.404     -0.50038    0.054566  -0.29514
  0.25419    0.118     -0.60878   -0.075878   0.38687    0.43617
 -0.17797    0.35817    0.24607    0.13413    0.57414   -0.11803
  0.079712   0.14301   -0.46556   -0.061608 ]",4
29,filme,"[ 0.025137  -0.63309    0.032487   0.59362   -0.58493    0.14048
  0.58668    0.89147    0.87818    0.084174   0.056167  -0.18808
 -0.58118   -0.32998   -0.19546    0.14851   -0.34317   -0.14768
  0.62198   -0.07516   -0.20598    0.33715   -0.063282   0.09385
  1.1377     0.58075   -0.45151    0.074271  -0.10948   -0.058294
  0.44618   -0.11461   -0.71117    0.48148   -0.29408    0.39031
  0.72727   -0.49496   -0.097696  -0.18372    0.21695    0.64779
 -0.84832   -0.31547    0.069417  -0.12692   -0.4183     0.46431
 -1.7789     0.14679    0.012967   0.68325   -0.0089148 -0.36411
 -0.020574   0.094783   0.41626    0.96172   -0.1503    -0.070972
 -0.030743  -0.51618   -0.18683   -1.1305    -0.10859   -0.47951
  0.2209     0.033654  -0.42452    0.97576    0.72068    0.24271
  0.53534   -0.041894   0.15387   -0.050518   0.072305  -0.16405
  0.28311   -0.29318    0.015199  -1.0202     0.14955    0.25853
  0.073076   0.83053    0.043843  -0.58285    0.23732    0.24406
  0.040838   0.069252   1.3551    -0.49907    0.56305    0.5949
 -0.43307   -0.39792    0.10858    0.68762  ]",4
30,papier,"[-8.5911e-01 -1.4950e-01 -5.4034e-01 -4.9521e-01 -2.0227e-01 -6.7069e-02
 -1.3200e-01 -2.4540e-02 -2.8880e-01  6.6905e-01 -8.5364e-02  4.7214e-01
  2.5732e-01 -8.8173e-02 -4.1893e-02  3.7296e-01  6.3957e-01  4.8872e-01
  5.5510e-01 -7.8541e-01  1.1408e-01  5.4575e-01 -4.6616e-01  6.1782e-01
  3.0224e-01 -5.9579e-01 -1.0548e+00  6.9930e-01 -5.2352e-02 -1.9200e-01
  4.3728e-01 -1.0044e+00 -1.1561e-01 -5.1211e-01  2.5782e-01  1.8106e-01
 -2.9553e-01  1.5654e-01 -8.8145e-02 -2.9714e-01  2.3866e-01 -1.5863e-01
 -9.5890e-01 -5.5919e-01 -7.8120e-01 -1.0622e-01 -6.5447e-01 -1.6730e-01
 -9.8507e-01  4.8669e-01 -1.9771e-01 -8.6547e-01  2.8934e-02  1.8242e-01
 -6.5469e-01  2.1470e-01  2.8906e-01  7.2966e-01 -7.6398e-01 -6.9170e-01
  5.6568e-01  2.4443e-01 -1.0452e-02 -1.1628e-01 -4.5555e-01  8.0533e-02
  1.3599e-01  2.8856e-01 -4.4932e-01 -5.3486e-01  7.9268e-01  4.4431e-01
 -2.5713e-01  2.2604e-01  1.2614e-05  1.7090e-01  3.0637e-01 -2.1082e-02
  2.3990e-01  3.1849e-01  8.3600e-01 -4.5382e-01  6.5390e-01  2.9922e-01
  1.9023e-02 -1.1610e-01  1.5021e-01 -8.8688e-02  3.7051e-01 -6.0733e-01
  9.6474e-01 -6.7048e-01 -1.5127e-01  2.1626e-01  2.0377e-01 -9.8771e-01
 -2.9154e-01 -6.4002e-01  2.4192e-01 -4.4710e-01]",3
31,portrait,"[ 0.13811    0.65709   -0.28635    0.24526    0.65783    0.46772
 -0.29231   -0.30756   -0.63843   -0.2967     0.19213   -0.19402
  0.2837    -0.3007     0.33341    1.1917     0.78706   -0.018752
  0.8347    -0.42171   -0.20967   -0.43996   -0.10614   -0.58879
  0.86599   -0.63829   -0.20085   -0.058861  -0.23972   -0.67012
  0.32821   -0.51433    0.31794    0.34061   -0.613      0.012665
 -0.066537   0.094767  -0.20846   -0.29583    0.33855   -0.27175
  0.39376    0.10252   -0.21316   -0.28745   -0.015483  -0.025263
 -0.20734   -0.14528    0.22516   -0.1344     0.60989    0.96129
 -0.44364   -1.6588    -0.37163   -0.25649    0.10995   -0.37851
  0.59481    1.6763    -0.16447   -0.0069439  0.70528   -0.38164
  0.46621    0.47119   -0.41392   -0.02532    0.58835    0.5661
  0.11898    0.13578    0.27821   -0.14103    0.45562    0.04778
 -0.18567   -0.92801    0.29805    0.53184    0.91331   -0.055698
 -0.49966   -0.66206   -0.47892   -0.762      0.38243   -1.3912
  0.56564   -0.81917    1.1366     0.082616  -0.037658  -0.25162
 -0.43233   -1.1276    -0.62625   -0.64322  ]",5
32,director,"[ 2.6554e-01 -7.8286e-01 -8.8447e-02 -1.0131e+00  9.9533e-01 -9.4081e-01
 -3.6870e-01  3.3595e-01 -6.6131e-01  1.8660e-02 -1.0583e-01 -5.0757e-01
  4.3957e-01  1.1668e-01  6.8358e-03 -1.6246e-01  8.3221e-01 -2.9842e-02
 -5.8107e-01  5.9797e-01 -3.4653e-01  3.3801e-01  8.3349e-02 -3.3689e-01
 -1.5555e-01  3.0370e-01  3.6218e-01 -4.9779e-01 -1.0420e-01  2.3055e-01
 -9.2252e-01  6.0625e-01 -3.4707e-01  3.9155e-01 -1.1208e+00 -5.4766e-02
  9.1888e-02  1.3057e+00  1.7112e-01 -4.7524e-01 -3.8920e-01 -6.1009e-02
 -6.0362e-01  4.8490e-01  8.2905e-01  1.9803e-01 -7.3324e-01 -5.5246e-01
 -4.6930e-01 -1.7326e-01  2.5662e-01 -1.0521e+00 -3.2560e-01  1.3647e-01
  1.2832e-01 -2.4086e+00 -2.8245e-01  7.1802e-01  8.7841e-01  7.1353e-02
  5.3584e-01  5.7417e-01  5.6343e-01 -1.2018e-01  5.0456e-01 -6.1081e-01
  4.9771e-01  1.2290e+00  7.7136e-01  1.2948e+00  7.4913e-01  1.6564e-01
 -2.8906e-01 -5.0207e-01  3.1034e-01 -8.0094e-01 -7.7947e-01  2.1794e-01
 -1.0672e+00 -2.2227e-01  3.4507e-01 -1.3336e-01 -5.8961e-02  2.1234e-01
 -1.4277e+00  7.4573e-02 -3.1233e-01 -5.3944e-04  1.5698e-01 -1.0382e+00
  9.8328e-01 -5.9559e-01  4.3997e-01  5.5026e-01  3.6462e-01  8.4136e-01
 -1.4328e-03 -2.4872e-01 -1.0055e-01  9.5509e-02]",14
33,ambassador,"[ 0.016786  -0.095771   0.69379    0.26419    0.44444   -0.65217
 -0.4191     0.44462    0.43644    0.083485  -0.77516   -0.55468
  0.046468   1.0089    -0.34093    0.085487  -0.398     -0.78056
 -1.5048    -0.4874     0.27371    0.76923    0.60386    0.24615
 -0.47113    0.013549   0.50843   -0.26091    1.4702     0.23217
 -0.0063923  0.25626   -0.54596    0.68067    0.14447    0.7714
  0.12133    0.19931   -0.44424   -0.75107   -0.84673    0.15602
  0.95821    0.22845    1.0644    -0.07494   -0.7977    -0.42351
 -0.5221    -0.60515    0.75067    0.028837  -0.082408   0.49141
 -0.46111   -1.8936    -0.85746    0.034222   0.014814  -0.11502
 -0.22777    0.10725    0.3553    -0.54525   -0.1741    -0.96111
  0.082352   1.4882    -0.24794    0.31238    0.69423   -0.69515
  0.20589   -0.61991    0.57373    0.93553    0.31936    0.15997
 -1.0601     0.085206   0.35877   -0.094073   0.82619   -0.22375
  0.22873    0.40051    0.3338     0.15183    0.28135   -2.1104
  0.47622    0.053667   0.40675    0.089824  -0.21263    0.45508
 -0.47003   -0.10821   -0.29598   -0.12276  ]",8
34,rheinhausen,"[ 0.26329   -0.013991  -0.28833    0.3043    -0.3034    -0.33227
 -0.19819   -0.16515    0.39928   -0.066842   0.26748   -0.047617
 -0.13623   -0.0086013 -0.17952    0.28298   -0.50268    0.13272
  0.31792   -0.3792    -0.21969   -0.15512   -0.052937  -0.27596
 -0.069174  -0.22544    0.29627    0.42358    0.3688     0.17941
  0.19246   -0.0090116  0.35444   -0.22292   -0.19063   -0.13546
  0.11778   -0.14941    0.021846  -0.22833    0.63476   -0.029734
 -0.20992    0.25149   -0.3782     0.19925    0.34722    0.2111
  0.32321    0.72716   -0.0040368  0.017644  -0.42399   -0.21819
  0.16287    0.50774   -0.16682   -0.059107  -0.72491   -0.54655
 -0.14704   -0.21474    0.18992   -0.62315   -0.41503   -0.0936
 -0.60718   -0.24162   -0.43479    0.022681   0.025134  -0.072708
  0.52909    0.22625   -0.28098   -0.1037     0.67236   -0.21728
  0.69215    0.17501   -0.27659    0.078308   0.1376    -0.041885
  0.36344    0.21706   -0.22156    0.10605   -0.19476    0.42708
  0.10948    0.44576   -0.051604   0.10068    0.20808   -0.32223
 -0.14653    0.54674   -0.14978    0.10055  ]",12
35,mayrhofen,"[ 0.26949   -0.2006    -0.045204   0.46476   -0.199      0.16625
 -0.23267   -0.089116   0.37565   -0.13017    0.34332    0.048475
 -0.3588    -0.052602  -0.04987    0.35027   -0.18603    0.21343
  0.16972   -0.20623   -0.42509    0.3292    -0.13325    0.34216
 -0.67149   -0.29056    0.37491    0.38099    0.28911    0.048135
  0.0026859 -0.45046    0.34307   -0.36464    0.48417   -0.047598
 -0.16822   -0.32027   -0.17853   -0.24766    0.40975    0.27093
 -0.39886    0.016996  -0.5119    -0.22006    0.29945    0.50567
 -0.074328   0.24585   -0.2091     0.25986   -0.11785   -0.81293
 -0.090009   0.47361   -0.077878  -0.44653   -0.59536   -0.72042
  0.022594  -0.14693    0.39107    0.13811   -0.25401    0.23578
 -0.30478   -0.43122   -0.14511   -0.19968    0.091856  -0.14725
 -0.066716   0.52501   -0.1132     0.086633   0.30873   -0.34294
  0.69934    0.030318  -0.54432   -0.14595   -0.12437   -0.12194
  0.45127    0.32482   -0.016628   0.26081   -0.073863   0.22269
  0.1563     0.18421    0.19657   -0.037355   0.52789    0.23339
  0.53632    0.62213   -0.34168   -0.066103 ]",12
36,steakhouse,"[-3.8640e-02 -2.2505e-01 -6.8919e-02  3.2232e-02 -1.0185e+00  4.1780e-01
  5.1056e-01  5.3407e-02 -4.6844e-01  1.5046e-01 -2.2800e-01  3.4623e-01
  2.3486e-01  1.9321e-01 -2.5127e-01  1.5746e-01  1.2011e-01 -5.4700e-01
 -5.9160e-01  9.3956e-01  7.3025e-01  1.4018e-01 -2.0068e-02 -8.8333e-01
  1.3129e+00  6.4292e-01  3.8204e-01  1.6018e-01 -9.5510e-01 -1.8781e-01
  4.2281e-01  6.4870e-01  1.7966e-01  3.1972e-01  4.4771e-01  5.6006e-01
  2.1355e-01  6.2234e-01  4.4527e-01 -9.3720e-01  1.1026e+00 -8.4295e-02
  6.6609e-01 -3.5866e-01 -4.8955e-01  4.9159e-01  2.8575e-01  5.2570e-01
  4.3113e-01 -3.2015e-01 -7.5086e-01 -4.9549e-01  4.9815e-02 -2.4501e-01
 -4.0516e-01 -1.5427e-01 -6.3253e-01  5.3028e-01  1.9425e-01 -1.3827e-01
 -5.6375e-01 -5.2048e-01  9.6264e-01 -2.5746e-01 -2.1556e-02 -7.5987e-01
  1.6881e-01  2.2850e-02 -1.1945e-01 -2.6994e-02 -7.3263e-01  2.7269e-01
 -2.5073e-01  4.4481e-02 -9.1753e-01 -7.1839e-01  4.8032e-01  1.5880e-01
 -8.0875e-04 -4.9846e-01 -3.0241e-01 -3.2854e-01  2.0935e-01  1.5404e-01
  1.4977e+00 -2.9758e-01 -4.1696e-02  5.1833e-01 -6.1373e-02  1.1191e-01
  6.7481e-01  5.6902e-01 -9.9163e-02 -3.9195e-02 -7.0546e-01  1.7446e-01
  3.9373e-01 -1.1385e-01  1.5481e+00  8.0832e-01]",7
37,bamberger,"[ 0.030034  -0.52403   -0.51804   -0.23819    0.17871    0.034692
  0.21182   -0.01289    0.13511   -0.1751    -0.068005   0.16103
 -0.11962   -0.36089   -0.26316    0.23276   -0.223      0.31285
 -0.30522    0.011121  -0.16498    0.088374  -0.025594  -0.085456
  0.26298   -0.065781   0.10248    0.20496   -0.19296    0.29274
 -0.31173    0.1802    -0.0054002  0.05676   -0.72874    0.6198
  0.33896   -0.15361    0.3638    -0.36922    0.54158    0.26661
 -0.11838    0.93357   -0.15437    0.13547    0.22853   -0.40994
  0.56867   -0.15717    0.55866   -0.13813    0.66962   -0.63457
 -0.24414    0.73754    0.59389    0.27799   -0.5681     0.24209
  0.72921   -0.30836    0.32706    0.32444    0.02441   -0.11199
  0.026876   0.47872   -0.055298   0.067047  -0.47408   -0.37044
 -0.2667     0.4888     0.61449   -0.43305   -0.37845    0.20955
 -0.021429   0.018239  -0.40354   -0.21291   -0.52574    0.0071413
  0.64688    0.20101   -0.030777  -0.44148   -0.17566   -0.13676
  0.16382    0.047152   0.98338    0.037884   0.025579  -0.5407
 -0.099508  -0.061943   0.11886   -0.013387 ]",3
38,masse,"[ 7.8326e-02 -3.7459e-01 -1.3341e-01 -5.3345e-01 -7.2093e-02  7.5737e-01
 -1.4004e-01  5.3887e-01  1.0649e+00 -1.6857e-01 -4.8314e-01  5.3245e-01
 -1.4278e-01 -2.2170e-01  3.1629e-01 -7.1455e-01  1.9432e-01  7.2599e-01
 -1.5165e-01 -4.3784e-01  5.8806e-01  3.2132e-01  4.0122e-02  1.4700e-01
 -3.5707e-01 -6.3042e-01  1.5984e-01  3.5404e-01  1.1709e+00  7.3166e-02
  4.0113e-01 -4.3543e-01 -6.6741e-01 -4.5391e-01 -1.1878e-01  4.9136e-01
  1.7300e-01 -7.1689e-01 -4.8663e-01 -5.5061e-01 -4.9888e-01 -6.7555e-05
 -7.3559e-01 -3.3933e-02  2.7104e-01  2.9105e-01 -3.3954e-01  4.1521e-01
 -3.4260e-01 -4.0069e-01 -1.9081e-01 -3.4334e-02 -1.9047e-01  4.0066e-01
 -9.1741e-01 -1.6529e-01  6.4949e-02  9.8082e-02  5.9593e-01 -5.1832e-02
 -4.0087e-01  2.8237e-01  1.9805e-01 -3.4333e-01 -2.6067e-01  3.6306e-01
  2.0255e-01 -5.2003e-01 -3.3089e-01 -1.7240e-01 -2.6665e-01 -4.3732e-01
 -9.9732e-01 -8.3929e-01 -3.5417e-01  6.1419e-02 -1.1427e+00  1.3832e-01
  9.0986e-02 -1.3037e-01  3.3175e-01  4.1977e-02  7.1556e-02 -6.4974e-02
  4.9938e-01 -3.5307e-01  5.0312e-01  1.9155e-01 -5.1660e-01 -2.1225e-01
  1.4533e-01 -1.2577e-01  2.4563e-01  1.0567e+00  3.0802e-02  1.5093e-01
 -1.8643e-01  4.7763e-01 -9.0918e-02  1.4076e-01]",7
39,apotheker,"[ 1.9474e-01 -1.7382e-01 -7.3459e-02  1.0891e-01 -2.4639e-01 -4.0764e-01
  8.2088e-01  1.3351e-01  1.6750e-01 -2.7970e-01  5.2597e-04  6.0837e-01
  3.1643e-01 -6.5736e-01  5.5954e-02 -2.5078e-01  6.4964e-01  2.1398e-01
  3.7551e-01  6.9338e-01 -1.0529e+00 -5.3335e-01 -3.4000e-01  6.1570e-01
 -2.4197e-01  1.5134e-03 -3.0553e-01  8.4048e-01 -1.0087e-01  7.3522e-01
  5.7139e-01  6.1967e-01 -4.4921e-01 -3.5183e-01 -6.4819e-01  5.4799e-01
  1.5277e-01 -2.3224e-01  2.1759e-01 -6.4248e-02 -4.4891e-01  2.4821e-02
  3.4247e-01  3.1875e-01  1.8171e-02  9.4698e-01  4.3694e-01 -3.8516e-01
  5.1314e-01  2.3073e-01 -3.3964e-01  2.6833e-01 -3.5062e-02  2.3660e-01
 -2.8869e-01  3.4705e-01 -1.6054e-01  4.5132e-01 -2.9443e-01  6.6284e-02
  2.2954e-01 -4.8250e-01  1.2805e-01  1.3116e-01 -7.3718e-01 -3.5837e-01
  7.0216e-01 -1.7167e-01 -1.7670e-01 -1.9748e-02  7.0780e-01 -1.3564e-01
 -5.8938e-01 -3.9382e-01  2.8554e-01 -5.3638e-01 -2.1680e-01 -3.5114e-01
  4.8170e-01  2.4409e-02  1.4578e-02 -6.3750e-01 -4.1250e-01 -1.4441e-01
  3.1845e-01 -5.8001e-01  3.7079e-01  3.3570e-01 -2.8921e-01  5.2060e-01
  7.3793e-01  3.6819e-01  3.2833e-01 -2.4487e-01  1.3347e+00 -1.3582e-01
 -3.3067e-01  2.3326e-01 -3.3334e-01  5.4217e-01]",3
