,title,vector,cluster
1001,punkt,"[ 0.17837    0.16116   -0.24158    0.049878  -0.26988   -0.11519
  0.392      0.36152    0.6842    -0.30734   -0.044203   0.14464
 -0.31568    0.17243   -0.010526  -0.0043105 -0.3583    -0.16885
  0.010893   0.26956    0.074534   0.089279  -0.41446   -0.2446
 -0.18899    0.16298    0.19278    0.50008   -0.0026823  0.012525
  0.008571  -0.50018    0.34749    0.14977    0.32018    0.052646
  0.18618   -0.3174    -0.016916  -0.095528   0.21083    0.13187
 -0.3502     0.2371    -0.12522   -0.41279   -0.095674  -0.013017
 -0.31221    0.32776   -0.040216   0.44226   -0.62182   -0.65156
 -0.35603    0.35646    0.16637    0.64598   -0.45173   -0.35334
  0.038535  -0.43418   -0.58295   -0.23994   -0.46223    0.22804
 -0.6675    -0.4058    -0.47723    0.0098417  0.2142     0.41712
  0.50675    0.38322   -0.13829   -0.092616   0.57934   -0.075051
  0.44097   -0.225     -0.39449   -0.40831    0.19449   -0.21498
  0.58633    0.17583    0.10198    0.032124   0.29287    0.44832
 -0.55935   -0.056496   0.46511   -0.18018    0.12885    0.031444
  0.19698    0.16158   -0.32735    0.013746 ]",6
1002,,"[-0.38091   0.53016   0.34087  -0.054661  0.068869  0.29833   0.895
  0.20486   0.50522  -0.23946   0.41176   0.23597   0.23592  -0.17223
 -0.32846   0.29535  -0.14412  -0.70306  -0.025249  0.5124   -0.22719
  0.75858  -0.53733   0.18021   0.15804   0.34777  -0.40101   0.64015
 -0.26389  -0.67547  -0.17334   0.061445 -0.67737   0.14431   0.045866
 -0.24585  -0.18229  -0.69635  -0.16484  -0.85313  -0.1033    0.62259
 -0.88452   0.14206  -0.023921  0.13184  -0.46498   0.25772   0.28473
  0.42977  -0.33353   0.72803  -0.54773  -0.015783 -0.39181   0.11037
  0.56685   0.62628  -0.60681  -0.78865  -0.42454  -0.45444  -0.72164
  0.010869 -0.53785  -0.54537  -0.050478 -0.85551  -0.3123    0.52478
  0.57896   0.15345   0.093828 -0.32095   0.031583 -0.15242   0.29193
  0.090206 -0.27946   0.28797  -0.15408  -0.40981   0.58474  -0.23614
  0.72944  -0.16902   0.14751  -0.045231  0.54345   0.1813    0.50067
  1.1607    0.48668   0.22745   0.21999  -0.80481   0.37772   0.10813
 -0.10274  -0.607   ]",30
1003,,"[ 0.55733    0.76497    0.09538   -0.61869   -0.18809   -0.28094
 -0.20778   -0.42312   -0.88961   -0.065254   0.066272  -0.57152
 -0.42602   -0.19436   -0.34527   -0.13613    0.13875   -0.20408
  0.43931   -0.53062    0.37232   -0.029462   0.43333    0.18134
  0.12357    0.60571   -0.27575   -1.3463     0.22066    0.28575
 -0.23629    0.27353    0.37447    0.19925    1.0651    -0.085189
 -0.61435    0.42519    0.77475    0.75167   -0.12425   -0.24613
  0.36734   -1.1111    -0.040135   0.021066  -0.10762   -0.8277
 -0.17293   -0.16873   -0.64507    0.41121    0.99306    0.6002
  1.0098    -0.75157   -0.27757    0.232      0.10585    0.31072
  0.42718    0.34636   -0.17725    0.08662    0.55302   -0.034657
  0.94261    0.85027   -0.22701    0.3536     0.46747   -0.17782
 -0.37801    1.1627    -0.26885    0.56242   -0.015126   0.16304
 -0.5646    -0.16667   -0.27745   -1.3737     0.23129   -0.10056
 -0.032333  -0.3023    -0.30343    0.62602   -0.15891   -0.91354
  0.51577   -0.037483  -0.0058187  1.1209     0.10262    0.37165
 -0.62757    0.14545   -0.0079489 -1.029    ]",19
1004,reichenberger,"[-0.19717   -0.45014   -0.16675    0.10942   -0.066239  -0.0024156
  0.070174  -0.41169    0.11198   -0.29023   -0.036643   0.07156
 -0.30057    0.20284   -0.028636   0.023935  -0.46569    0.39224
 -0.24611   -0.082816  -0.21686   -0.042478  -0.16387   -0.15822
 -0.25434   -0.12233   -0.090581   0.23139   -0.11643    0.23429
 -0.069216  -0.10834   -0.15821   -0.42873    0.36977   -0.030314
  0.18983   -0.18226    0.25325    0.31784    0.077208   0.10347
 -0.056105   0.45591   -0.11181   -0.12614   -0.0083016 -0.31543
  0.11787    0.41077    0.53729   -0.043588  -0.079949  -0.45513
  0.036632   0.65105    0.30421   -0.09045   -0.63732   -0.19886
  0.25515   -0.40946    0.035764  -0.11211   -0.71937   -0.14949
 -0.4148    -0.22034   -0.24921    0.095517  -0.28003    0.3309
  0.11597    0.25425    0.14006   -0.27149    0.039341   0.019881
  0.076569  -0.0054497 -0.10114   -0.095418  -0.16538   -0.45423
  0.52413   -0.31222    0.050058  -0.078537  -0.031959   0.38276
  0.12491    0.15222    0.20165   -0.30942    0.25804   -0.015233
  0.40421    0.22841   -0.45643   -0.13094  ]",18
1005,,"[-5.4429e-01  6.6048e-01  2.5308e-01  5.5909e-01  3.5206e-01  2.1715e-03
  1.2093e-01 -5.6778e-01 -2.5729e-01  1.6009e-01 -1.2362e-01 -8.5979e-01
 -1.1396e-01  5.6295e-01  1.6708e-02 -8.8791e-02  3.6066e-01  3.6715e-01
  5.9866e-01 -3.2282e-01 -6.6707e-01 -6.0346e-01  2.8515e-01 -7.1648e-01
  4.7186e-01 -2.0997e-01 -6.5269e-01  3.0688e-01 -4.3052e-02 -1.6228e-04
 -2.3602e-01  3.2199e-01 -2.6480e-01  5.8401e-01 -1.5526e-01 -2.4796e-01
  4.6577e-01 -2.0873e-01  7.7105e-01 -1.3152e+00 -1.1338e-01  7.6613e-02
  4.2834e-01  2.6582e-01 -5.7290e-01 -4.0276e-01  5.9865e-01 -2.4803e-02
 -6.5202e-01 -7.4598e-01 -4.2839e-01  6.5181e-01  2.5449e-01  5.2811e-01
  1.3158e-01 -1.2164e+00 -2.9912e-02 -2.2506e-01  1.3554e+00  8.6965e-01
  6.5609e-01  2.3568e-01 -2.5899e-01  7.3477e-01 -3.7026e-01 -5.0183e-01
 -1.2547e-01  8.8692e-02 -1.0668e-02 -4.0874e-01 -5.3523e-01 -6.2507e-02
  8.4466e-01  2.6578e-01  1.6612e-01 -6.3492e-01 -2.8695e-01 -3.3080e-02
  1.6243e-01 -3.1487e-01  1.8457e-01 -2.0760e-01 -6.3579e-02 -2.1654e-01
 -1.4240e+00  4.1492e-01  9.0841e-01 -3.9237e-01  1.1597e-02 -1.8119e-01
 -3.7421e-01  1.1899e-01  1.6961e-01  1.6329e-01  4.9594e-01  4.6957e-01
 -1.1322e+00 -1.0077e+00  5.6623e-01 -4.1277e-01]",22
1006,reh,"[-1.236     -0.34686   -0.076278  -0.089101  -0.76127   -1.5282
  1.0586    -1.2739     0.14515    0.0955    -0.80362   -0.86119
  0.58659   -0.1456     0.80781    0.38348    0.15045    0.55391
  0.36372    0.14709    1.2122     0.88251    0.52739   -0.34556
  0.45693    0.14203   -0.0029597 -0.46091    0.62274    0.061684
  1.1382    -0.62377   -0.51353   -0.12721   -0.022695  -0.83326
 -0.45671    0.6914    -1.8524    -0.42391    0.11359   -0.23638
  0.67088   -0.29846   -0.035306   0.11713   -1.4566    -0.68572
  0.99101   -0.093467  -0.092934  -0.56637    0.0036214 -0.18421
 -1.182      1.5345    -0.20697    1.29      -0.32653   -1.5678
 -0.7478    -1.0789     0.15504   -0.41298   -0.81181    0.69678
  0.29665   -0.24928   -2.1923     0.023145  -0.37743    0.96898
 -1.3919    -0.68806    0.13766    0.71915    0.41686   -1.0361
  0.38274   -0.17891    0.9943    -0.099713   0.89354   -0.79871
 -0.77544    0.24484   -0.047847   0.63929    0.13595    0.73346
  0.38255   -0.18319   -0.41654    0.44784    0.9149    -0.44952
  1.2841    -2.1276     0.24512    0.67098  ]",2
1007,bergbau,"[ 0.056777   0.19297   -0.20668    0.10276   -0.12251   -0.49673
 -0.056288  -0.016066  -0.13034   -0.44201    0.16838    0.086419
 -0.46259    0.15223   -0.60369    0.73818   -0.070161  -0.40348
  0.11853   -0.17289    0.12305    0.41462   -0.53953   -0.10113
  0.08752    0.248     -0.37017    0.26564    0.10748    0.57042
 -0.19798   -0.49324   -0.50745   -0.48984   -0.23485   -0.64675
  0.33454   -0.1468     0.011226  -0.092804   0.04648   -0.085312
 -0.23647   -0.017258   0.03441   -0.10394   -0.047527   0.48414
 -0.21635    0.78235   -0.38441   -0.14839   -0.87716    0.079779
 -0.29467    1.3378     0.1882     0.70078   -0.31441   -0.14192
  0.47523   -0.80673   -0.5314    -0.22259   -0.14541    0.26633
 -0.091545   0.25166    0.31297   -0.29137    0.21065    0.19969
 -0.48555   -0.18784   -0.1196    -0.2944    -0.14708   -0.36924
 -0.299     -0.099668  -0.6513    -0.12251    0.40833   -0.54406
  0.13136    0.004515  -0.23633    0.092273   0.40104   -0.0072535
  0.18508   -0.040747   0.26096    0.17871    0.47216   -0.45312
  0.38559    0.68807   -0.011719   0.089407 ]",6
1008,trick,"[ 0.077385  -0.20372    0.38143   -0.57684    0.29381    0.66142
  0.26128   -0.28338    0.013949   0.19824    0.42427   -0.37395
 -0.3794     0.088609   0.17316    1.0438     0.11729    0.72398
  0.18865    0.19362    0.16273    0.18603   -0.34449   -0.42338
  0.0081365  0.072966  -0.69476   -0.12178   -0.20361   -1.0704
 -0.96739    0.55075   -0.24414   -0.076569   0.59485   -0.31261
 -1.0711    -0.19906   -0.044595  -0.64479    0.19637    0.58687
  0.039314  -0.61203   -0.56662    0.15026    0.19162   -0.59843
 -0.21546   -0.21403   -0.42288    0.21453   -0.079701   0.96482
  0.088466  -1.9128    -0.68336    0.53643    0.15166    0.17589
 -0.031944   0.30734   -0.015442   0.49787    0.028615   0.55001
  0.077245   0.29971   -0.39725   -0.65004   -0.83731    0.15915
  0.075581   0.1422     0.17845    0.26038   -0.52283   -0.19814
 -0.10757    0.23538    0.41919    0.30852   -0.17692   -0.383
 -1.2531     0.053733  -0.35438    0.65943   -0.32259    0.072718
 -0.7204    -0.076676   0.33937   -0.095906  -0.27187   -0.60088
 -0.020009  -0.2359    -0.34594   -0.23095  ]",9
1009,,"[ 0.15587   -0.17985   -0.41939    0.40501   -0.53187   -0.32781
  0.83852   -0.44846    0.36576   -0.80823    0.20102   -0.15254
 -0.42158    0.81638   -0.25329    0.53163    0.47091   -0.30843
  0.16069    0.29237   -0.33816    0.5815    -1.0833     0.56254
 -0.6346     0.76972    0.14996    0.32523    0.1421     0.27717
  0.30223   -0.41165    0.12105   -0.11642    0.73687    0.42898
  0.34562   -0.4064    -0.4357    -0.11692    0.0061833 -0.092539
 -0.56787   -0.49015    0.3893     0.1194     0.75793    0.015868
 -0.29614    0.5632    -0.77137    0.73495   -0.080135  -0.26835
 -0.48667    0.66106    0.0058552 -0.13985   -0.78586   -0.16983
 -0.23298    0.11121   -0.41177    0.1247     0.27049   -0.55341
 -0.29617   -0.53089   -0.85853    0.24646    0.60593    0.15661
  0.098172   0.21018   -0.25341    0.34091    0.162     -0.36245
  0.021156  -0.43068   -0.42746    0.32059   -0.89109    0.85343
  0.36195   -0.42472   -0.21611   -0.14977    0.93026    0.43479
 -0.12293    0.47913   -0.71558    0.70188    0.4759    -0.45166
  0.34148    0.58777    0.52038    0.52733  ]",30
1010,kalender,"[-1.1270e-01  3.8447e-02 -4.2717e-01 -6.4270e-02 -3.2399e-01  3.1302e-02
 -5.2436e-02 -5.8584e-02  3.3100e-01 -1.1095e-01 -2.2484e-02  3.4098e-01
  1.2589e-01  2.1522e-01  9.4398e-02  1.5579e-01 -4.3434e-02  2.2431e-01
  6.9860e-02 -1.8118e-01 -2.0251e-01 -7.0276e-02 -5.7459e-01 -1.6919e-02
 -2.6945e-01  2.1138e-01  2.7806e-02 -1.2074e-02 -2.0296e-01  5.1271e-01
  1.0613e-01 -2.9376e-01  1.8079e-01 -5.7202e-02  2.1297e-01 -9.7755e-02
  2.4833e-01 -2.9087e-01  5.9741e-02  1.5307e-01  1.1545e-01  1.5756e-01
 -1.0229e-01  4.2788e-01 -2.2428e-01  9.3655e-02 -3.2094e-01  3.8253e-01
  5.9391e-05  5.9034e-01 -1.1149e-01 -2.5466e-01 -1.6953e-02 -2.8933e-01
  2.7289e-01  5.6519e-01 -4.4822e-02  5.1697e-01 -7.9450e-01 -2.9619e-01
  2.2969e-01 -1.4450e-01 -3.5235e-01 -2.2712e-01 -1.6912e-01  2.1488e-01
 -4.1510e-01 -5.0238e-01 -2.1080e-01 -2.0826e-02  3.0888e-01  4.4944e-01
  4.6158e-02  3.2109e-01  1.3030e-01  3.2151e-01 -8.8493e-02  4.7490e-02
  3.1852e-01  2.1659e-02 -3.2833e-01  8.7385e-03 -2.8540e-02 -2.8705e-01
  3.8141e-01  2.7745e-01 -7.2830e-02 -4.6905e-02 -1.3730e-01  3.9976e-01
 -1.4768e-01  4.4396e-01  3.7203e-01  6.1759e-02  3.8567e-01 -9.8042e-02
  1.3030e-01  8.9000e-03 -3.7317e-01 -3.5964e-01]",6
1011,entwicklung,"[-0.06464   -0.28158   -0.62955    0.55427   -0.19742    0.14188
  0.30861    0.28028    0.0097239 -0.020132   0.19047    0.2105
  0.16809   -0.238     -0.42024    0.55583   -0.047676   0.21323
 -0.05629    0.065177   0.69885    0.019964  -0.7964    -0.040861
  0.033495   0.203     -0.043077   0.42292    0.31274    0.54158
 -0.36219   -0.37711   -0.39045   -0.56758    0.31939   -0.54671
  0.090255  -0.18956   -0.41138   -0.26018    0.42315    0.38731
 -0.87302    0.13036    0.10138   -0.35354   -0.44337    0.30671
 -0.75213    0.28174   -0.06576    0.33279   -0.046817  -0.59741
 -0.0084988  0.35065    0.26024    0.20055   -0.42518   -0.50496
  0.25307   -0.13197   -0.42813   -0.50707    0.12522    0.39358
 -0.22459   -0.52339   -0.22291    0.074025   0.33887    0.084257
  0.15803   -0.10003   -0.023306   0.030308  -0.19233    0.24012
  0.54888   -0.035054  -0.005014   0.0027178  0.072115  -0.39528
  0.12415   -0.28903   -0.75332   -0.38486   -0.49048    0.33274
  0.21497    0.34094    0.61974    0.23188    0.76549    0.33902
  0.83229    0.084844   0.11285   -1.0491   ]",28
1012,lein,"[-0.15317   -0.71001   -0.53688   -0.23966   -0.1031    -0.36521
 -0.094861  -0.24453    0.46305    0.09429    0.25916    0.45114
 -0.0083039 -0.2494     0.009379  -0.10433   -0.59722    0.086164
 -0.2643    -0.0049739  0.049836   0.65816   -0.13911    0.19765
 -0.43707    0.21229   -0.057756   0.48425    0.11115    0.094532
 -0.33254   -0.63083    0.042263   0.016828   0.017769  -0.23938
  0.17548   -0.073935   0.262      0.16823    0.50369   -0.032549
 -0.49881    0.51787    0.030666  -0.077094  -0.1441    -0.046328
 -0.3699     0.48483    0.096618  -0.35464   -0.11261   -0.58709
  0.058572   0.80186    0.042091  -0.068165  -0.68753   -0.5722
  0.37008   -0.32834    0.14137   -0.38214   -0.37111    0.090602
  0.61377    0.2791    -0.025556   0.0040582  0.077553   0.17053
  0.1987    -0.20304    0.064462  -0.22374   -0.48125   -0.20193
 -0.088472   0.10627   -0.021485   0.18803   -0.23156   -0.25627
 -0.042338   0.3245    -0.30666   -0.19765    0.227      0.54387
  0.25882   -0.26927    0.31906    0.38925    0.52033    0.15342
 -0.12259    0.071548  -0.22815    0.18555  ]",18
1013,,"[-0.061247  -0.41337   -0.3813     0.13575   -0.33841   -0.16121
  0.30138   -0.23677    0.21896   -0.13137    0.089516   0.55499
 -0.17806    0.1147    -0.1748     0.16326   -0.18235    0.47923
  0.013218   0.0027368  0.072773   0.032222  -0.6083    -0.0087098
 -0.3599     0.14458    0.42028    0.24867    0.27945    0.28729
 -0.14543   -0.28062   -0.15222   -0.33882    0.019655  -0.39838
  0.40942   -0.30594    0.090634   0.045595   0.39769    0.24831
 -0.28011    0.3638    -0.21726   -0.43143   -0.18829    0.28572
 -0.097477   0.29325    0.18762   -0.25147   -0.28572   -0.44121
  0.18833    0.48958    0.35152    0.43422   -0.55625   -0.30583
  0.23366   -0.37307   -0.15837   -0.19727   -0.14452    0.20267
 -0.16168   -0.1654    -0.19988    0.085031   0.22413    0.22068
 -0.039377   0.38802   -0.038489  -0.099795   0.21776    0.17394
  0.23248    0.077865  -0.28705   -0.32768    0.17194   -0.3166
  0.26661   -0.094591  -0.44776   -0.47009   -0.33393    0.2383
 -0.10471    0.013278   0.30026    0.033468   0.65997    0.12075
  0.22502    0.32481   -0.27766   -0.028915 ]",6
1014,grab,"[-0.10563  -0.24856   0.34028  -0.23716   0.12832   0.36775  -0.38854
 -0.27126   0.38147  -0.091159  0.22176   0.48933  -0.47956  -0.085318
 -0.086238  0.52673  -0.41136   0.17758  -0.49565   0.046635  0.60261
  0.032364 -0.052462 -0.41573   0.5537    0.11114  -0.47964  -0.01411
  0.64433  -0.83217   0.20718   0.52966   0.20796   0.25801   0.27121
 -0.35662  -0.39889   0.098453 -0.18019   0.0295    0.28643  -0.2173
 -0.032409 -0.80591  -0.73199   0.31842  -0.14246   0.16235  -0.27574
 -0.45739  -0.87394   0.57837  -0.16023   1.0414    0.3229   -1.4725
 -0.40464   0.31566   0.96816  -0.57956  -0.33467   0.269    -0.23972
  0.70997   0.23762  -0.058238  0.48758   0.017863 -0.36245  -0.42557
 -0.18931  -0.46081   0.13674  -0.043676 -0.48609   0.34648  -0.91707
 -0.079355 -0.041585  0.3809    0.51568   0.10368  -0.16442  -0.14535
 -0.25614  -0.61867   0.6711    0.43814   0.27012   0.046448  0.3729
  0.28291   0.46473  -0.80677  -0.50572  -0.48823   0.21571   0.28767
  0.35118   0.52458 ]",5
1015,pinkel,"[ 0.22028    0.095131   0.077905  -0.44187   -0.43844   -0.3607
  1.0262    -0.1074    -0.76692   -0.25347   -0.5786     0.78132
  0.86673   -0.28187    0.25427   -0.23227    0.15414   -0.028028
  0.25188    0.062665  -0.30663    0.013512  -0.12117   -0.11083
 -0.49465    0.62896   -0.70295    0.15883    0.45153   -0.38476
 -0.34334   -0.41073   -0.29037   -0.16614   -0.34361    0.46875
  0.033405  -0.12145    0.0076847 -0.043212   0.60277    0.45699
 -0.50316   -0.11663   -0.81392    0.90127    0.19529   -0.8441
 -0.16146    0.60947    0.3419    -0.31633   -0.33815   -0.90516
  0.1765     0.33432    0.41924   -0.12518   -0.49083    0.36471
  0.16144   -0.67318   -0.35213   -0.34499   -0.23033    0.12456
  0.33193    0.50644    0.098834   0.54475    0.44598   -0.17977
  0.42738   -0.080782   0.08233   -0.60362   -0.15952    0.19598
 -0.27272    0.098952   0.27895   -0.33573   -0.78296   -0.69708
  0.86551   -0.37572   -0.68949    0.21334   -0.512      0.039173
 -0.1137    -0.3081    -0.70967    0.77844   -0.10505    0.37716
 -0.83502    0.48074   -0.57198    0.052886 ]",18
1016,ziel,"[-2.5832e-01 -7.6690e-01 -4.9491e-01  3.2043e-01 -3.0320e-01 -2.1865e-01
 -2.0247e-01  5.7355e-01  5.2076e-01 -4.3035e-01  3.1679e-01  2.3166e-01
 -4.7902e-01  1.0684e-02  6.8531e-02  3.3214e-04 -3.2992e-01  3.8381e-01
  1.4205e-01 -2.4717e-01  8.8476e-02  1.1183e-01 -6.1420e-01 -4.7408e-01
 -3.3535e-01  8.8398e-02  5.4072e-01  2.8106e-01  3.4275e-01  1.2107e-01
  6.3088e-02 -1.8446e-01 -2.3074e-01 -4.3848e-02  2.3335e-01  5.1378e-02
  1.6827e-02 -3.0234e-01  1.3173e-01 -1.2133e-01  2.9927e-01 -2.5373e-01
  1.8632e-02  7.7269e-01 -1.8563e-01  6.1512e-02  1.6666e-01  1.0519e-01
 -2.0061e-01  2.4908e-01  1.7833e-01 -2.2230e-01  1.4118e-01 -5.5103e-01
 -3.2715e-01  6.1984e-01  3.0784e-01  4.6548e-01 -5.8872e-01  6.4593e-02
  2.5953e-01 -2.4858e-01 -9.2354e-02 -2.2521e-01 -2.5656e-01  6.2590e-02
  1.8816e-01 -1.8228e-01 -1.3063e-01  1.3201e-01  4.2470e-01 -1.7602e-01
  5.8545e-01  3.3238e-01  2.8411e-01  3.5664e-01 -8.0168e-02  5.0719e-01
  5.3878e-01  1.6158e-01 -3.4014e-01 -4.4523e-01 -1.1337e-01 -8.1294e-01
  4.1243e-01  1.2114e-01 -3.6165e-01  4.0133e-01 -2.7517e-01 -4.4067e-02
  6.4029e-01 -4.4513e-01  4.7752e-01  3.7263e-01  8.8032e-02 -9.5688e-02
  9.0906e-02  2.9956e-02 -2.5946e-01 -3.1548e-01]",18
1017,,"[ 1.7614e-01  2.0898e-03  1.4670e-01 -4.0558e-01  9.9673e-01  3.0492e-01
 -4.7011e-01 -9.5874e-01  1.0572e+00 -3.5594e-01  5.0133e-01 -5.7034e-02
 -3.0951e-01 -1.0017e+00  1.0728e-01 -3.7550e-01  5.4464e-01  1.4829e-02
 -4.2237e-01  2.7966e-01 -4.6403e-01 -1.9231e-02  6.2330e-01  2.3696e-01
  1.2333e-01 -3.6887e-01  4.1630e-01  3.6672e-01 -5.8706e-01  1.3912e-02
  5.0224e-01  1.2097e+00 -4.0044e-02 -5.9534e-02  9.6173e-01  6.8382e-02
 -7.3642e-01 -3.0881e-01  8.8176e-02 -6.3495e-02  4.0179e-02  3.0791e-01
 -8.1516e-01 -5.0823e-03 -5.7673e-01 -3.9189e-01 -6.9063e-02 -3.6243e-01
  9.0528e-01 -3.9594e-01  3.8109e-01  5.8720e-01 -1.0179e-01  2.1177e-01
 -2.1521e-01 -2.1785e+00 -2.6321e-01  1.2013e-01  2.6017e+00  3.8926e-01
 -5.0828e-01  1.0227e-01  2.0727e-01 -7.3404e-01  3.9809e-01  6.7336e-01
  6.8002e-01 -3.9948e-01  1.1548e+00  5.5404e-02  1.5538e-01  4.4348e-02
  2.0843e-01 -4.8981e-01 -7.4639e-01 -2.2592e-01  4.0956e-01 -3.0460e-01
 -7.7986e-01 -5.5812e-01  1.4222e+00 -6.9689e-01 -9.8353e-02  1.5418e-01
 -1.7747e+00 -3.5546e-01  2.7160e-01 -3.3047e-01 -2.7469e-01 -2.3951e-01
  6.3268e-01  1.0139e+00  4.3262e-01 -5.9572e-01  2.0760e-01 -2.8086e-01
  5.0469e-02 -5.2468e-01  7.6502e-01  6.5232e-01]",31
1018,,"[-0.4004   -0.38644   0.46443  -0.76765  -0.039338 -0.35941   0.11391
  0.8086    0.12914  -0.67154  -0.32964  -1.2282   -0.15032   0.27554
  0.77597   0.24862   0.29585   0.16246   0.30721   0.17175  -0.030982
  0.26433   0.37788  -0.073127  0.63893   0.25242   0.31388  -0.14294
  0.96322   0.28091   0.20943  -0.33255  -0.34032  -0.12172   0.115
  0.65464   0.47853   0.46635  -0.060466  0.081714 -0.06859   0.49436
 -0.15315   0.37063   0.10327  -0.1157   -0.655     0.18926  -0.57609
 -0.80592   0.20846  -0.44764  -0.089511 -0.030605 -0.12485   0.51055
  0.21834   0.15944  -1.5784    0.04657   0.60618   0.24582   0.54072
 -0.13584   0.11766  -0.31365   0.28952   0.19953  -0.24362  -0.17126
  0.87888  -0.32441  -0.11185  -0.8809    0.44499  -0.06388   0.5484
 -0.17511  -0.43039  -0.030574 -0.46093   0.46228   0.88564   0.24397
  0.52111  -0.085159 -0.21307   0.26564   0.076912 -0.39625  -0.44712
 -0.53561  -0.37884  -0.18521   0.10921   0.45853   0.19885  -0.14994
 -0.40572   0.57782 ]",1
1019,,"[ 3.5249e-01  8.0268e-02  5.7984e-01 -1.3129e-01 -5.1571e-01  9.1629e-02
  5.7465e-01 -9.1450e-01  2.9068e-01  2.8119e-01  3.1267e-01  1.9670e-01
  3.1675e-01 -2.5541e-01 -1.5621e-02  1.0674e+00 -1.6637e-01 -2.9648e-02
 -1.3214e+00 -1.2196e-01  4.3926e-01 -1.4570e-02 -1.5657e-01  7.7872e-02
  4.7792e-02  3.8249e-01 -1.8589e-01 -9.0643e-02 -6.7341e-01  8.5510e-02
 -3.7373e-01  6.3122e-01 -2.8169e-01  2.1744e-01  1.2874e+00 -9.6437e-01
 -7.2502e-01  4.2250e-01  1.0109e-01 -1.2840e-01  3.7156e-04  5.0833e-01
  2.3257e-01  2.1003e-01 -2.9298e-02  1.1489e-01  1.7990e-01 -1.2191e+00
  1.9688e-01  1.3106e-01 -4.4496e-01 -6.7868e-02  2.5037e-02  7.3561e-01
  6.1666e-01 -1.0197e+00 -2.4219e-01  3.1629e-01  9.2204e-01  3.1411e-01
 -2.7283e-01  4.2521e-01 -5.3766e-01  1.0498e+00  2.1235e-01 -4.6761e-01
  9.4997e-01 -1.4045e-01 -6.4600e-01  1.1981e+00 -6.6072e-02 -4.7890e-01
  5.0426e-01  5.7528e-01 -3.6705e-01  5.7652e-01  7.4784e-01 -2.0430e-01
  4.7648e-01 -4.9404e-01 -3.9962e-01  5.2759e-01 -7.1612e-01 -3.6169e-01
 -9.6695e-02 -2.3492e-01 -7.2280e-01  3.6276e-01  4.6488e-01 -7.5370e-03
  1.6748e-01  5.5533e-01  2.5101e-01 -2.8998e-02  6.4377e-01 -2.0123e-01
 -4.3097e-01 -2.7271e-01  4.2621e-01 -7.3992e-01]",9
1020,birnbaum,"[-0.06584   -0.90886   -0.16342   -0.3112     0.062225  -0.65268
 -0.26479   -0.045934  -0.16655   -0.40407    0.36848   -0.073581
 -0.025294   0.18759    0.1063    -0.044943  -0.085054  -0.15837
 -0.32045    0.020642   0.13513    0.31022   -0.017047   0.7789
  0.0088775  0.16024    0.727     -0.33087    0.15675    0.14491
 -0.10802    0.37031   -0.13627   -0.29086   -0.50277    0.50909
 -0.32726    0.29438    0.35592    0.020354   0.079196   0.27481
 -0.35087    0.74502    0.1921     0.062715  -0.020032  -0.50402
  0.26534    0.30701    0.23495    0.065734  -0.27403   -0.025621
 -0.45635    0.43901    0.14086    0.2221    -0.85314   -0.43672
  0.3167     0.11198    0.63846   -0.18242    0.13732   -0.35327
  0.72049    0.088484  -0.027313  -0.32737    0.095762  -0.13095
  0.013427   0.085641   0.11169   -0.27805   -0.31366   -0.19138
 -0.26143    0.4344    -0.30153   -0.12053    0.093357  -0.20818
  0.13164   -0.053019   0.43171   -0.68182   -0.39342   -0.39814
  0.43704   -0.44889    0.60392   -0.34493    0.25142    0.10578
  0.18961   -0.099433  -0.6712     0.47721  ]",1
1021,,"[-0.51354    0.090698  -0.54393    0.086239  -0.43646   -0.71113
 -0.19154   -0.72923    0.44992   -0.19401   -0.66147   -0.60186
  0.25558    0.31848   -0.45189   -0.38541    0.21032    0.43486
  0.34476   -0.40643   -0.13362    0.86308   -0.24345    0.098681
 -0.33683   -0.0039032 -0.26136   -0.91704   -0.30598   -0.42594
  0.5111    -0.71904   -0.7631     1.707     -0.72199   -0.55995
 -0.43236    0.5623     0.44673   -1.0081    -0.19536   -0.067948
 -0.7492     0.061736   0.36924    0.0062197 -0.51402   -0.26146
  0.92941    0.51212   -0.6854    -0.55933   -0.19479   -0.36635
 -2.3949     0.55985    1.3398     0.082362  -0.4247    -0.32172
  0.3141     0.62682    0.9308    -0.42658   -0.58073    0.82184
 -0.10573   -0.015202  -0.60582   -0.16838    0.91998    0.43024
 -1.2097    -0.55422    0.15418    0.096639  -0.389     -0.70098
 -0.30211    0.22663   -0.03145   -0.73275    0.61013   -0.11929
  0.11623    0.58568    0.2796     0.01264    0.85669    0.47408
 -0.91071    0.1496     0.17074    0.13559    0.54062    0.017709
  0.33082   -0.96734   -0.15515   -1.2111   ]",2
